candidate_id,first_name,last_name,highest_education,years_experience,current_city,current_country,notice_period_days,expected_ctc_lpa,phone,email
22884,Elijah,Ghosh,Bachelors,1.0,Gurugram,India,60,47.8,9637641828,elijah.ghosh22884@example.com
22885,Vihaan,Patel,PhD,2.9,Kolkata,Other,60,24.3,7631079910,vihaan.patel22885@example.com
22886,Noah,Bose,Bachelors,4.7,Ahmedabad,India,0,46.5,7790198869,noah.bose22886@example.com
22887,Aarohi,Smith,Masters,3.0,Chennai,India,45,22.3,9613282297,aarohi.smith22887@example.com
22888,Emily,Ghosh,Masters,2.9,Gurugram,India,60,43.0,9266932995,emily.ghosh22888@example.com
22889,Arjun,Brown,Bachelors,1.9,Chennai,India,30,50.1,8861671484,arjun.brown22889@example.com
22890,Emily,Khan,Bachelors,3.3,Hyderabad,India,30,30.6,7441859441,emily.khan22890@example.com
22891,Kiara,Smith,Bachelors,2.8,Kolkata,India,90,34.1,7990455742,kiara.smith22891@example.com
22892,Krishna,Brown,Masters,2.4,Bengaluru,India,30,19.6,7196554786,krishna.brown22892@example.com
22893,Sai,Panda,PhD,1.9,Kolkata,Other,30,23.7,9053019653,sai.panda22893@example.com
22894,Isha,Singh,Masters,2.5,Noida,India,30,50.1,7567858881,isha.singh22894@example.com
22895,Diya,Jain,Bachelors,1.4,Ahmedabad,India,15,64.7,9188165458,diya.jain22895@example.com
22896,Aarav,Chatterjee,Bachelors,1.2,Jaipur,India,30,50.3,6761678937,aarav.chatterjee22896@example.com
22897,Aarohi,Jain,Masters,1.5,Ahmedabad,India,60,64.0,8618243022,aarohi.jain22897@example.com
22898,Sai,Verma,Masters,5.3,Kochi,India,45,54.4,7728473642,sai.verma22898@example.com
22899,Rohit,Singh,Masters,2.8,Chennai,India,60,58.0,8839274875,rohit.singh22899@example.com
22900,Emily,Khan,Masters,5.2,Kochi,India,30,16.6,7858146351,emily.khan22900@example.com
22901,Anika,Iyer,Bachelors,3.9,Indore,India,30,55.7,7634866638,anika.iyer22901@example.com
22902,Liam,Johnson,Masters,2.4,Hyderabad,India,30,8.0,9606354498,liam.johnson22902@example.com
22903,Aadhya,Garcia,Bachelors,2.2,Lucknow,India,15,51.5,7223427895,aadhya.garcia22903@example.com
22904,Mia,Williams,Diploma,6.0,Chennai,India,60,53.1,9769891753,mia.williams22904@example.com
22905,Navya,Reddy,Masters,1.9,Bengaluru,Other,60,47.4,9765791200,navya.reddy22905@example.com
22906,Ava,Verma,Masters,7.8,Ahmedabad,India,30,25.0,9467512387,ava.verma22906@example.com
22907,Oliver,Jain,Masters,5.4,Chennai,India,30,10.3,6060547288,oliver.jain22907@example.com
22908,Rohit,Iyer,Bachelors,0.8,Pune,India,30,23.2,8024659906,rohit.iyer22908@example.com
22909,Aarav,Garcia,Masters,4.8,Lucknow,Other,0,57.1,6245623163,aarav.garcia22909@example.com
22910,Meera,Kim,Bachelors,2.5,Lucknow,India,90,45.8,8987479661,meera.kim22910@example.com
22911,Isha,Patel,Bachelors,8.8,Jaipur,India,30,34.0,8956615413,isha.patel22911@example.com
22912,Liam,Singh,Diploma,1.4,Kochi,India,60,5.9,8503085965,liam.singh22912@example.com
22913,Liam,Lee,Bachelors,0.4,Mumbai,India,30,16.9,6142484163,liam.lee22913@example.com
22914,Emily,Williams,Bachelors,5.2,Ahmedabad,India,30,62.4,7682752805,emily.williams22914@example.com
22915,Ishaan,Verma,Masters,2.9,Mumbai,India,15,45.1,9008572497,ishaan.verma22915@example.com
22916,Isha,Agarwal,Bachelors,2.3,Ahmedabad,India,0,43.6,8501718194,isha.agarwal22916@example.com
22917,Aadhya,Garcia,Bachelors,5.5,Hyderabad,India,60,59.2,9783542033,aadhya.garcia22917@example.com
22918,Kiara,Garcia,Diploma,6.6,Gurugram,India,15,12.2,9180060784,kiara.garcia22918@example.com
22919,Anika,Khan,Diploma,2.9,Bengaluru,India,30,25.1,9134751376,anika.khan22919@example.com
22920,Krishna,Das,Diploma,4.9,Kochi,India,30,49.1,6402831753,krishna.das22920@example.com
22921,Aarav,Sharma,Bachelors,2.4,Hyderabad,India,45,13.2,6183069288,aarav.sharma22921@example.com
22922,Anika,Gupta,Masters,8.0,Hyderabad,India,60,4.3,6313021858,anika.gupta22922@example.com
22923,Kiara,Smith,Masters,5.7,Ahmedabad,India,15,41.0,9970745528,kiara.smith22923@example.com
22924,Oliver,Smith,Masters,4.2,Hyderabad,India,30,6.7,8095786335,oliver.smith22924@example.com
22925,Aadhya,Iyer,Bachelors,4.1,Kolkata,India,45,16.0,6630291607,aadhya.iyer22925@example.com
22926,Vihaan,Patel,Bachelors,5.9,Noida,India,30,55.1,6272456461,vihaan.patel22926@example.com
22927,Ishaan,Das,Bachelors,3.0,Hyderabad,India,45,61.4,6959910663,ishaan.das22927@example.com
22928,Ishaan,Chen,Bachelors,0.6,Hyderabad,India,60,52.4,7572308965,ishaan.chen22928@example.com
22929,Anika,Ghosh,Bachelors,0.9,Hyderabad,India,0,48.5,9323642190,anika.ghosh22929@example.com
22930,Krishna,Reddy,Bachelors,2.3,Gurugram,Other,0,66.9,6364834421,krishna.reddy22930@example.com
22931,Aditya,Mehta,Masters,11.5,Pune,India,30,48.9,6885796580,aditya.mehta22931@example.com
22932,Isha,Reddy,Bachelors,1.4,Kochi,Other,60,9.3,8262383967,isha.reddy22932@example.com
22933,Liam,Singh,Bachelors,4.1,Kochi,India,60,61.1,8166271921,liam.singh22933@example.com
22934,Saanvi,Bose,Diploma,1.2,Gurugram,India,45,59.0,9841882051,saanvi.bose22934@example.com
22935,Vihaan,Kim,Masters,1.6,Jaipur,Other,60,33.4,9801571414,vihaan.kim22935@example.com
22936,Arjun,Verma,Masters,0.9,Ahmedabad,India,60,34.2,6036364524,arjun.verma22936@example.com
22937,Diya,Khan,Bachelors,6.2,Lucknow,India,30,10.2,6081596669,diya.khan22937@example.com
22938,Ava,Kim,Bachelors,6.2,Bengaluru,India,30,19.3,7997022047,ava.kim22938@example.com
22939,Anika,Reddy,Bachelors,2.2,Hyderabad,India,0,9.2,9329489683,anika.reddy22939@example.com
22940,Anika,Roy,Bachelors,6.0,Bengaluru,India,30,44.0,7289325326,anika.roy22940@example.com
22941,Sarah,Gupta,Diploma,2.4,Mumbai,India,15,43.6,6490806862,sarah.gupta22941@example.com
22942,Ishaan,Ghosh,Masters,10.0,Jaipur,India,45,21.5,6763177448,ishaan.ghosh22942@example.com
22943,Rohit,Chatterjee,Masters,5.0,Kochi,India,45,10.5,7613458394,rohit.chatterjee22943@example.com
22944,Raghav,Jain,Masters,6.5,Chennai,India,45,47.6,8550665407,raghav.jain22944@example.com
22945,Mia,Agarwal,Masters,4.7,Kolkata,India,45,68.1,8800431659,mia.agarwal22945@example.com
22946,Raghav,Lee,Masters,7.0,Indore,India,30,69.4,7381591601,raghav.lee22946@example.com
22947,Sarah,Patel,Bachelors,5.6,Gurugram,India,60,6.1,7149732636,sarah.patel22947@example.com
22948,Vivaan,Brown,Masters,2.9,Lucknow,India,30,18.3,9792895692,vivaan.brown22948@example.com
22949,Navya,Ghosh,Bachelors,3.6,Lucknow,India,30,25.8,8203025908,navya.ghosh22949@example.com
22950,Elijah,Chen,Bachelors,6.4,Hyderabad,India,60,43.3,6611134987,elijah.chen22950@example.com
22951,Raghav,Lee,PhD,4.5,Gurugram,India,60,17.8,9897223159,raghav.lee22951@example.com
22952,Aarohi,Jain,Diploma,7.5,Chennai,Other,30,58.0,8263734874,aarohi.jain22952@example.com
22953,Navya,Khan,Bachelors,6.7,Kolkata,India,15,39.8,9061065860,navya.khan22953@example.com
22954,Ananya,Bose,Masters,4.9,Jaipur,India,0,55.3,8618820652,ananya.bose22954@example.com
22955,Noah,Verma,Masters,1.7,Hyderabad,India,60,9.0,8956297802,noah.verma22955@example.com
22956,Saanvi,Kapoor,Bachelors,3.9,Indore,India,60,57.0,9246188672,saanvi.kapoor22956@example.com
22957,Aditya,Garcia,Bachelors,3.0,Chennai,Other,30,32.3,9450819736,aditya.garcia22957@example.com
22958,Kiara,Agarwal,Bachelors,2.6,Kolkata,India,30,63.1,9500529908,kiara.agarwal22958@example.com
22959,Sofia,Johnson,Bachelors,6.3,Lucknow,India,60,19.0,8961572673,sofia.johnson22959@example.com
22960,Vihaan,Gupta,Bachelors,3.2,Indore,India,45,57.8,7674658031,vihaan.gupta22960@example.com
22961,Navya,Johnson,Bachelors,3.0,Ahmedabad,India,30,27.0,7701563606,navya.johnson22961@example.com
22962,Krishna,Garcia,Bachelors,2.4,Kochi,India,30,57.5,7493920330,krishna.garcia22962@example.com
22963,Ananya,Roy,Masters,2.5,Hyderabad,India,90,49.4,8091121832,ananya.roy22963@example.com
22964,Ananya,Singh,Diploma,1.6,Lucknow,India,60,25.5,9802091855,ananya.singh22964@example.com
22965,Krishna,Chen,Masters,7.4,Noida,India,30,54.9,7236327175,krishna.chen22965@example.com
22966,Aarav,Das,Bachelors,4.2,Chennai,India,90,67.1,9543808846,aarav.das22966@example.com
22967,Ananya,Verma,Masters,5.8,Mumbai,India,60,39.4,7675150918,ananya.verma22967@example.com
22968,Aarohi,Singh,Bachelors,0.4,Lucknow,India,60,11.9,9026872351,aarohi.singh22968@example.com
22969,Rohit,Jain,Bachelors,5.6,Bengaluru,India,0,19.7,9860691749,rohit.jain22969@example.com
22970,Saanvi,Martin,Bachelors,5.0,Bengaluru,India,15,63.4,8685360149,saanvi.martin22970@example.com
22971,Kiara,Agarwal,Diploma,6.5,Lucknow,India,45,57.2,8633375118,kiara.agarwal22971@example.com
22972,Rohit,Williams,Bachelors,5.1,Bengaluru,India,30,9.2,6823497320,rohit.williams22972@example.com
22973,Emily,Verma,PhD,4.8,Hyderabad,India,30,13.8,9868519498,emily.verma22973@example.com
22974,Meera,Kapoor,Masters,3.6,Kolkata,India,60,66.6,6848230337,meera.kapoor22974@example.com
22975,Diya,Lee,Bachelors,12.2,Pune,India,60,61.2,7828587469,diya.lee22975@example.com
22976,Ananya,Smith,Bachelors,13.2,Bengaluru,India,0,37.9,7368979481,ananya.smith22976@example.com
22977,Isha,Nair,Masters,2.3,Ahmedabad,India,60,25.5,9383782527,isha.nair22977@example.com
22978,Navya,Das,Masters,3.6,Kolkata,India,30,42.8,6175779326,navya.das22978@example.com
22979,Sofia,Agarwal,Bachelors,1.8,Kochi,Other,0,51.4,7542846751,sofia.agarwal22979@example.com
22980,Ava,Verma,Diploma,10.8,Ahmedabad,India,0,37.0,9426832511,ava.verma22980@example.com
22981,Saanvi,Yadav,Bachelors,3.6,Chennai,India,15,63.4,6092575516,saanvi.yadav22981@example.com
22982,Aarohi,Brown,Masters,0.7,Jaipur,India,30,39.4,6885475466,aarohi.brown22982@example.com
22983,Elijah,Verma,Masters,5.3,Pune,India,60,46.9,6083542988,elijah.verma22983@example.com
22984,Aarohi,Gupta,Bachelors,5.9,Bengaluru,India,60,37.6,8686158294,aarohi.gupta22984@example.com
22985,Emily,Williams,Masters,1.0,Noida,India,60,47.7,9202525480,emily.williams22985@example.com
22986,Ananya,Sharma,Masters,1.8,Lucknow,India,45,65.9,9316101006,ananya.sharma22986@example.com
22987,Ishaan,Garcia,Masters,11.5,Gurugram,India,30,44.4,6828789908,ishaan.garcia22987@example.com
22988,Isha,Sharma,Bachelors,2.9,Bengaluru,India,30,9.9,6981352644,isha.sharma22988@example.com
22989,Anika,Chatterjee,Bachelors,5.4,Bengaluru,India,45,8.6,7679437089,anika.chatterjee22989@example.com
22990,Rohit,Yadav,Diploma,3.5,Chennai,India,0,39.0,6072760452,rohit.yadav22990@example.com
22991,Kiara,Sharma,Bachelors,3.2,Mumbai,India,60,49.1,8217792919,kiara.sharma22991@example.com
22992,Aditya,Das,Masters,13.1,Bengaluru,India,60,54.4,9085505897,aditya.das22992@example.com
22993,Aditya,Smith,Masters,5.7,Chennai,India,60,53.6,7060129894,aditya.smith22993@example.com
22994,Aarohi,Williams,Masters,3.1,Gurugram,India,30,10.0,7114383869,aarohi.williams22994@example.com
22995,Sofia,Das,Masters,5.6,Bengaluru,India,30,7.8,7640283838,sofia.das22995@example.com
22996,Arjun,Garcia,Masters,5.4,Jaipur,India,45,42.1,6945296483,arjun.garcia22996@example.com
22997,Aadhya,Verma,PhD,11.9,Gurugram,India,60,28.3,7621575864,aadhya.verma22997@example.com
22998,Ava,Williams,Bachelors,7.9,Chennai,India,60,7.4,9291385000,ava.williams22998@example.com
22999,Ava,Gupta,Bachelors,6.4,Hyderabad,India,60,25.0,9890879015,ava.gupta22999@example.com
23000,Emily,Jain,Bachelors,5.3,Lucknow,India,60,70.0,8578533929,emily.jain23000@example.com
23001,Navya,Lee,Bachelors,6.1,Kolkata,India,45,48.8,6034809924,navya.lee23001@example.com
23002,Diya,Mehta,Masters,2.7,Pune,India,60,23.2,7344467048,diya.mehta23002@example.com
23003,Vihaan,Gupta,Masters,11.9,Indore,India,60,15.0,6258222754,vihaan.gupta23003@example.com
23004,Kiara,Kapoor,Bachelors,3.4,Noida,India,30,68.8,8044376435,kiara.kapoor23004@example.com
23005,Rohit,Brown,Bachelors,6.1,Indore,India,30,7.4,6190464117,rohit.brown23005@example.com
23006,Aditya,Chen,Masters,8.7,Ahmedabad,India,90,26.7,8262633948,aditya.chen23006@example.com
23007,Elijah,Khan,Masters,6.5,Gurugram,India,60,28.2,6780685379,elijah.khan23007@example.com
23008,Noah,Nair,Masters,1.4,Noida,India,45,7.6,9314267577,noah.nair23008@example.com
23009,Vivaan,Jain,Bachelors,0.6,Kochi,India,15,58.8,9105854278,vivaan.jain23009@example.com
23010,Sarah,Williams,Bachelors,3.1,Lucknow,India,60,68.0,8646653149,sarah.williams23010@example.com
23011,Navya,Verma,Masters,0.8,Hyderabad,India,90,56.3,7666529566,navya.verma23011@example.com
23012,Aarav,Singh,PhD,3.9,Lucknow,India,30,22.8,8444640038,aarav.singh23012@example.com
23013,Isha,Iyer,Masters,4.4,Hyderabad,Other,60,66.9,8053379959,isha.iyer23013@example.com
23014,Sarah,Johnson,Bachelors,6.2,Noida,India,30,51.1,9481190376,sarah.johnson23014@example.com
23015,Vihaan,Johnson,Bachelors,5.1,Bengaluru,India,30,45.9,8906933723,vihaan.johnson23015@example.com
23016,Navya,Gupta,Bachelors,6.6,Kolkata,India,90,45.2,9591705604,navya.gupta23016@example.com
23017,Liam,Smith,Masters,4.0,Hyderabad,India,60,16.9,8205584216,liam.smith23017@example.com
23018,Sarah,Das,Masters,3.3,Kolkata,India,60,63.8,9878183244,sarah.das23018@example.com
23019,Aadhya,Smith,Bachelors,4.5,Lucknow,Other,30,61.8,7094973279,aadhya.smith23019@example.com
23020,Raghav,Agarwal,Masters,5.7,Hyderabad,India,30,8.6,6233555627,raghav.agarwal23020@example.com
23021,Rohit,Khan,Masters,7.6,Kolkata,India,30,9.2,9885258555,rohit.khan23021@example.com
23022,Aarohi,Gupta,Bachelors,3.0,Bengaluru,India,60,66.3,8589777154,aarohi.gupta23022@example.com
23023,Rohit,Nair,Bachelors,1.2,Jaipur,India,30,53.9,7339280732,rohit.nair23023@example.com
23024,Saanvi,Roy,Diploma,7.5,Noida,India,60,26.8,6163154174,saanvi.roy23024@example.com
23025,Aditya,Jain,Masters,1.6,Gurugram,India,30,15.1,8414858016,aditya.jain23025@example.com
23026,Saanvi,Mehta,Bachelors,2.3,Kochi,India,60,20.6,7073307632,saanvi.mehta23026@example.com
23027,Aadhya,Singh,Masters,3.4,Ahmedabad,India,30,7.3,8560093985,aadhya.singh23027@example.com
23028,Emily,Johnson,Diploma,4.9,Gurugram,India,30,38.6,7833883104,emily.johnson23028@example.com
23029,Emily,Kapoor,Bachelors,4.5,Lucknow,India,0,10.6,6243745739,emily.kapoor23029@example.com
23030,Meera,Agarwal,Masters,7.5,Gurugram,India,30,38.9,6098519972,meera.agarwal23030@example.com
23031,Mia,Das,Bachelors,2.7,Mumbai,India,30,61.6,7560029347,mia.das23031@example.com
23032,Diya,Ghosh,Bachelors,9.1,Gurugram,India,0,24.6,9113335246,diya.ghosh23032@example.com
23033,Elijah,Chatterjee,Bachelors,5.8,Noida,India,0,14.0,8186563809,elijah.chatterjee23033@example.com
23034,Mia,Gupta,Bachelors,6.1,Bengaluru,India,60,17.1,9750174167,mia.gupta23034@example.com
23035,Ishaan,Ghosh,Bachelors,3.3,Hyderabad,India,90,43.8,7733356853,ishaan.ghosh23035@example.com
23036,Krishna,Nair,Bachelors,4.3,Bengaluru,Other,0,17.2,7779666692,krishna.nair23036@example.com
23037,Vivaan,Roy,Bachelors,4.1,Noida,India,30,7.8,6795918865,vivaan.roy23037@example.com
23038,Sai,Agarwal,PhD,2.3,Hyderabad,India,90,30.1,6605334271,sai.agarwal23038@example.com
23039,Vihaan,Khan,Masters,7.2,Chennai,India,60,59.2,9394969346,vihaan.khan23039@example.com
23040,Aadhya,Sharma,Masters,1.3,Noida,India,45,6.2,8594672585,aadhya.sharma23040@example.com
23041,Vivaan,Garcia,Bachelors,1.7,Hyderabad,India,15,18.1,6961818108,vivaan.garcia23041@example.com
23042,Aarav,Patel,Bachelors,6.7,Ahmedabad,Other,45,37.1,7725106952,aarav.patel23042@example.com
23043,Meera,Martin,Masters,8.9,Bengaluru,India,30,57.8,7088391058,meera.martin23043@example.com
23044,Ava,Sharma,Bachelors,1.9,Ahmedabad,India,60,34.3,7971378912,ava.sharma23044@example.com
23045,Emily,Ghosh,Bachelors,3.1,Gurugram,India,30,43.2,9568050960,emily.ghosh23045@example.com
23046,Liam,Kim,Bachelors,2.1,Mumbai,India,15,60.5,7804946172,liam.kim23046@example.com
23047,Vihaan,Chatterjee,Masters,1.9,Indore,India,45,62.9,7493785669,vihaan.chatterjee23047@example.com
23048,Aditya,Garcia,Masters,9.1,Chennai,India,30,27.0,8068661778,aditya.garcia23048@example.com
23049,Oliver,Verma,Masters,4.8,Lucknow,India,60,69.9,6839295797,oliver.verma23049@example.com
23050,Ananya,Garcia,Masters,1.7,Pune,India,0,12.1,8391670815,ananya.garcia23050@example.com
23051,Ishaan,Brown,Masters,2.2,Indore,India,30,25.2,7927955781,ishaan.brown23051@example.com
23052,Aarohi,Das,Bachelors,1.5,Jaipur,India,60,54.9,6146712370,aarohi.das23052@example.com
23053,Vivaan,Iyer,PhD,9.0,Kochi,India,45,30.6,7495348682,vivaan.iyer23053@example.com
23054,Kiara,Chatterjee,PhD,1.6,Mumbai,India,30,33.4,8080476430,kiara.chatterjee23054@example.com
23055,Vivaan,Garcia,Masters,8.4,Lucknow,India,60,44.3,7466118164,vivaan.garcia23055@example.com
23056,Navya,Chatterjee,Bachelors,9.3,Kochi,India,90,15.1,7424575216,navya.chatterjee23056@example.com
23057,Elijah,Agarwal,Diploma,3.3,Pune,India,60,48.3,8045481214,elijah.agarwal23057@example.com
23058,Sarah,Garcia,Masters,2.1,Noida,India,45,4.6,9097279208,sarah.garcia23058@example.com
23059,Anika,Garcia,PhD,1.9,Lucknow,India,45,5.9,7293692513,anika.garcia23059@example.com
23060,Elijah,Martin,Bachelors,3.7,Chennai,India,30,55.6,6699064656,elijah.martin23060@example.com
23061,Meera,Yadav,Masters,4.9,Bengaluru,India,60,69.6,6339367833,meera.yadav23061@example.com
23062,Krishna,Panda,Bachelors,6.7,Kolkata,India,60,8.1,7843394604,krishna.panda23062@example.com
23063,Emily,Chen,Bachelors,1.4,Lucknow,India,30,39.6,8585570504,emily.chen23063@example.com
23064,Isha,Patel,Bachelors,5.3,Indore,India,0,26.3,6161721132,isha.patel23064@example.com
23065,Ishaan,Johnson,Bachelors,1.8,Kolkata,India,30,41.3,7234510654,ishaan.johnson23065@example.com
23066,Kiara,Iyer,Masters,1.0,Kochi,India,30,14.4,6499811818,kiara.iyer23066@example.com
23067,Emily,Chatterjee,Diploma,4.8,Indore,India,45,48.9,6108064911,emily.chatterjee23067@example.com
23068,Anika,Kapoor,Masters,2.5,Kochi,India,60,40.5,9714023388,anika.kapoor23068@example.com
23069,Aarohi,Yadav,Bachelors,4.3,Lucknow,India,45,14.7,7872745922,aarohi.yadav23069@example.com
23070,Aarohi,Sharma,Bachelors,2.9,Jaipur,India,90,60.7,7778225582,aarohi.sharma23070@example.com
23071,Liam,Das,Bachelors,2.2,Bengaluru,India,90,48.7,7321695505,liam.das23071@example.com
23072,Mia,Chatterjee,Masters,9.2,Pune,India,30,62.7,8387715487,mia.chatterjee23072@example.com
23073,Kiara,Lee,Bachelors,5.8,Gurugram,India,90,22.9,8259609231,kiara.lee23073@example.com
23074,Ishaan,Reddy,Masters,15.0,Hyderabad,India,30,14.5,8879816576,ishaan.reddy23074@example.com
23075,Mia,Gupta,Bachelors,2.1,Pune,India,60,46.3,8111178331,mia.gupta23075@example.com
23076,Krishna,Verma,Bachelors,2.7,Lucknow,India,30,14.4,8000264955,krishna.verma23076@example.com
23077,Rohit,Johnson,Bachelors,1.0,Hyderabad,India,90,28.7,8081540846,rohit.johnson23077@example.com
23078,Aditya,Lee,Bachelors,2.2,Kolkata,India,30,39.5,9808950269,aditya.lee23078@example.com
23079,Oliver,Das,Bachelors,3.0,Kolkata,India,60,69.2,7301663436,oliver.das23079@example.com
23080,Elijah,Smith,Masters,3.7,Kochi,India,90,4.5,9473766196,elijah.smith23080@example.com
23081,Aarav,Ghosh,Masters,5.5,Pune,India,90,29.0,7240486141,aarav.ghosh23081@example.com
23082,Sofia,Chatterjee,Bachelors,3.1,Jaipur,India,30,14.5,9128937283,sofia.chatterjee23082@example.com
23083,Krishna,Singh,Bachelors,3.7,Kolkata,India,90,25.8,6852276278,krishna.singh23083@example.com
23084,Noah,Kim,Bachelors,0.4,Kochi,India,15,69.2,7619841908,noah.kim23084@example.com
23085,Vivaan,Chatterjee,Bachelors,2.4,Jaipur,India,90,12.8,9083103410,vivaan.chatterjee23085@example.com
23086,Aarav,Iyer,Bachelors,2.4,Kolkata,India,0,17.5,9706931046,aarav.iyer23086@example.com
23087,Elijah,Verma,Bachelors,7.1,Kochi,India,90,29.7,9717142456,elijah.verma23087@example.com
23088,Kiara,Roy,Masters,4.3,Chennai,India,60,7.1,7048628897,kiara.roy23088@example.com
23089,Anika,Das,Bachelors,4.6,Mumbai,India,60,55.7,8372606255,anika.das23089@example.com
23090,Aadhya,Reddy,PhD,2.9,Jaipur,India,45,42.4,9658296050,aadhya.reddy23090@example.com
23091,Aarohi,Gupta,Bachelors,14.4,Lucknow,India,60,28.3,9688965683,aarohi.gupta23091@example.com
23092,Vivaan,Gupta,Bachelors,6.7,Ahmedabad,India,30,36.6,6929316366,vivaan.gupta23092@example.com
23093,Vivaan,Panda,Masters,6.2,Gurugram,India,30,12.5,8216529969,vivaan.panda23093@example.com
23094,Emily,Chatterjee,Bachelors,4.2,Ahmedabad,India,30,10.3,8654912554,emily.chatterjee23094@example.com
23095,Oliver,Agarwal,Masters,6.1,Gurugram,India,30,28.7,9689007884,oliver.agarwal23095@example.com
23096,Sofia,Ghosh,Bachelors,9.2,Kolkata,India,30,50.3,9479325857,sofia.ghosh23096@example.com
23097,Ava,Reddy,Bachelors,4.7,Kolkata,India,30,7.8,6778767714,ava.reddy23097@example.com
23098,Vivaan,Ghosh,Bachelors,3.5,Kolkata,India,60,45.3,9489122085,vivaan.ghosh23098@example.com
23099,Aarav,Roy,Bachelors,0.8,Kolkata,India,30,57.0,9014054776,aarav.roy23099@example.com
23100,Navya,Brown,Bachelors,2.2,Kochi,India,30,14.5,7216842789,navya.brown23100@example.com
23101,Sai,Patel,Masters,8.8,Jaipur,India,90,49.3,9795959737,sai.patel23101@example.com
23102,Noah,Mehta,Masters,16.0,Kolkata,India,30,11.5,9766456361,noah.mehta23102@example.com
23103,Diya,Johnson,Bachelors,1.1,Chennai,India,60,69.5,8470696108,diya.johnson23103@example.com
23104,Ishaan,Williams,Masters,6.6,Indore,Other,60,48.5,9041377245,ishaan.williams23104@example.com
23105,Noah,Das,Bachelors,11.7,Chennai,India,30,33.0,6520009443,noah.das23105@example.com
23106,Aarav,Iyer,Bachelors,2.8,Ahmedabad,India,30,49.7,7689085257,aarav.iyer23106@example.com
23107,Aditya,Nair,Bachelors,10.2,Hyderabad,Other,60,55.1,7295122649,aditya.nair23107@example.com
23108,Vihaan,Brown,Bachelors,3.1,Hyderabad,India,30,29.5,7374870146,vihaan.brown23108@example.com
23109,Sofia,Bose,Bachelors,6.9,Jaipur,India,90,50.5,6809036964,sofia.bose23109@example.com
23110,Vivaan,Patel,Masters,1.6,Noida,India,45,9.9,9247644795,vivaan.patel23110@example.com
23111,Vivaan,Khan,Diploma,3.5,Jaipur,India,15,40.3,9323570508,vivaan.khan23111@example.com
23112,Vivaan,Yadav,Masters,2.4,Kolkata,India,15,63.0,6087659539,vivaan.yadav23112@example.com
23113,Ananya,Sharma,Bachelors,1.8,Indore,India,30,46.7,7222468165,ananya.sharma23113@example.com
23114,Liam,Chatterjee,Bachelors,3.4,Gurugram,India,30,48.3,9282100293,liam.chatterjee23114@example.com
23115,Aadhya,Williams,Masters,7.9,Gurugram,Other,90,38.8,8741506957,aadhya.williams23115@example.com
23116,Anika,Patel,Masters,5.1,Noida,India,30,18.0,7919316026,anika.patel23116@example.com
23117,Navya,Agarwal,Bachelors,3.8,Gurugram,India,45,61.6,8098532317,navya.agarwal23117@example.com
23118,Aditya,Iyer,Masters,4.1,Noida,India,30,54.8,9995605726,aditya.iyer23118@example.com
23119,Sofia,Ghosh,Bachelors,0.8,Lucknow,Other,0,63.1,6604999497,sofia.ghosh23119@example.com
23120,Krishna,Johnson,Bachelors,0.4,Pune,India,30,44.9,9552894886,krishna.johnson23120@example.com
23121,Vihaan,Kapoor,Bachelors,1.1,Gurugram,India,0,57.3,7278897421,vihaan.kapoor23121@example.com
23122,Noah,Lee,Bachelors,1.9,Kochi,India,60,29.6,9723974881,noah.lee23122@example.com
23123,Aarav,Garcia,Bachelors,1.0,Indore,India,30,46.6,7628357667,aarav.garcia23123@example.com
23124,Meera,Garcia,Bachelors,6.6,Ahmedabad,India,30,33.2,6121153842,meera.garcia23124@example.com
23125,Emily,Jain,Bachelors,12.2,Bengaluru,India,30,65.7,7511797384,emily.jain23125@example.com
23126,Isha,Martin,Masters,7.0,Hyderabad,India,30,52.0,6210897688,isha.martin23126@example.com
23127,Mia,Johnson,Bachelors,7.8,Lucknow,India,30,42.7,9813703139,mia.johnson23127@example.com
23128,Vivaan,Roy,Bachelors,3.2,Lucknow,India,60,65.8,8979711957,vivaan.roy23128@example.com
23129,Vihaan,Roy,Masters,4.7,Kolkata,India,60,63.6,6491716353,vihaan.roy23129@example.com
23130,Ananya,Mehta,Masters,1.4,Mumbai,India,30,46.7,6084262464,ananya.mehta23130@example.com
23131,Emily,Jain,Diploma,6.7,Kochi,India,30,10.5,9270619469,emily.jain23131@example.com
23132,Emily,Brown,Masters,8.2,Lucknow,India,30,58.6,8388341129,emily.brown23132@example.com
23133,Meera,Yadav,Diploma,2.7,Kochi,India,30,19.9,7573539611,meera.yadav23133@example.com
23134,Kiara,Smith,Bachelors,6.1,Kolkata,India,60,15.0,8410422230,kiara.smith23134@example.com
23135,Arjun,Das,Bachelors,4.9,Kolkata,India,45,11.7,7032152543,arjun.das23135@example.com
23136,Aditya,Reddy,Bachelors,3.2,Noida,India,15,45.2,6455671152,aditya.reddy23136@example.com
23137,Aditya,Martin,Bachelors,2.1,Chennai,India,45,12.7,6072805922,aditya.martin23137@example.com
23138,Isha,Kapoor,Bachelors,1.3,Hyderabad,India,90,32.4,9781727198,isha.kapoor23138@example.com
23139,Vihaan,Johnson,Bachelors,4.0,Lucknow,India,45,37.5,8543262700,vihaan.johnson23139@example.com
23140,Liam,Reddy,Bachelors,1.8,Bengaluru,India,60,32.6,8109069881,liam.reddy23140@example.com
